"","MID","origin_time","first_ob_time","maturity_time","RE_Type","investor","FICO_orig_time","status_time","AvgLTV_time","SDLTV_time","Avgbalance","SDbalance","Avginterest_rate_time","SDinterest_rate_time","Avghpi_time","SDhpi_time","Avg_gdp_time","Avg_uer_time","sd_gdp_time","sd_uer_time"
"59",415,19,19,133,"OTH","0",510,"1",81.05556889,1.49279984025712,92099.765,2121.6526837468,5.56,7.86302740679441,185.97,7.70746391493335,2.4006267585,4.87857142857143,0.914859819727138,0.316661846888325
"60",416,24,24,142,"SF","0",689,"1",83.572637995,5.05247310597842,245142.06,4041.73750844857,5.15,7.28319984622144,212.21,16.3200245097855,2.1975582865,4.625,0.620250843711639,0.116496474502143
"61",417,24,24,142,"SF","0",598,"1",91.6764259,16.5129598678245,63933.155,3262.37148529256,4.25,6.01040764008565,192.44,44.2790266379016,1.08266068986207,7.26551724137931,2.03807759556822,2.09783491487039
"62",418,24,24,142,"SF","0",555,"2",64.56738403,0.611811372073193,84410.835,126.098352288998,5.15,7.28319984622144,225.02,1.79605122421383,3.010165903,4.7,0.157018980660445,0
"63",419,19,19,133,"SF","1",514,"2",76.27655096,5.26575213117308,69236.04,514.71716816131,5.05,7.14177848998413,200.14,12.3319422638934,3.32424888233333,5.33333333333333,0.244217105761855,0.152752523165195
"64",420,19,19,133,"PU","0",746,"2",86.94343938,11.393697294885,214824.08,4526.78447607129,6.5,0,207.585,22.8607622357611,3.226641146,5.11666666666667,0.209322814701093,0.278687399547713
"65",427,19,19,133,"SF","0",576,"2",63.773757175,8.80523704574317,55212.26,1114.03259162378,3.65,5.1618795026618,208.855,24.6568134599749,3.179854799,5.05714285714286,0.227675433796785,0.299205296617238
"66",428,19,19,133,"OTH","0",536,"2",85.825797015,5.90321447348526,76113.57,546.494546907836,5.125,7.24784450716211,200.14,12.3319422638934,3.32424888233333,5.33333333333333,0.244217105761855,0.152752523165195
"67",429,19,19,133,"SF","0",526,"2",72.64630956,10.8135146818551,59770.855,960.456069817876,5.375,7.60139789775539,171.45,28.2418448405907,1.58658322341176,5.2,2.07827174818816,0.85
"68",430,19,19,135,"OTH","0",602,"1",76.31688696,5.2087084129212,246839.565,1641.10291525242,4.125,5.83363094478902,200.14,12.3319422638934,3.32424888233333,5.33333333333333,0.244217105761855,0.152752523165195
"69",433,19,19,132,"PU","0",607,"2",68.37630825,9.36731470582878,484705.81,9254.88225274639,4.25,6.01040764008565,208.855,24.6568134599749,3.179854799,5.05714285714286,0.227675433796785,0.299205296617238
"70",434,19,19,135,"OTH","0",549,"2",78.113519975,2.66788563650093,111530.415,664.093475686969,4.2,5.939696961967,195.315,5.50836182544322,3.312908636,5.4,0.344256274266701,0.14142135623731
"71",442,19,19,134,"OTH","0",616,"2",73.94181655,8.56756519833423,61018.75,708.874548139514,4.125,5.83363094478902,206.665,21.5596857583778,3.2477303574,5.2,0.226791511441524,0.212132034355964
"72",445,24,24,142,"PU","0",627,"1",97.9455013,11.2366356983131,721233.655,10983.2704290684,5.1,7.21248916810278,204.935,26.6084281760498,2.07606989466667,4.66666666666667,0.685169383901981,0.16583123951777
"73",447,19,19,132,"SF","0",572,"0",83.908029835,8.61534682891526,78567.845,8530.75541133668,8.5,0,190.62,1.13137084989847,1.52997026456098,6.9390243902439,1.89277936709206,1.88094099439356
"74",448,19,19,132,"SF","0",550,"2",82.844408405,10.1195346804519,79180.885,1299.82489838054,6.3125,8.92722311248016,206.905,21.8990970133474,3.077588163625,4.975,0.35790873592081,0.361544306709822
"75",449,19,19,134,"OTH","0",624,"1",87.68735472,6.24042280091762,98334.49,941.173267894921,3.55,5.02045814642449,200.14,12.3319422638934,3.32424888233333,5.33333333333333,0.244217105761855,0.152752523165195
"76",450,19,19,135,"OTH","0",573,"2",73.615933275,9.02843374558978,57487.8,724.3601866475,8.45,0,207.585,22.8607622357611,3.226641146,5.11666666666667,0.209322814701093,0.278687399547713
"77",451,19,19,135,"OTH","0",568,"2",70.763436815,5.00145562041639,93797.655,851.844468227624,3.85,5.44472221513642,200.14,12.3319422638934,3.32424888233333,5.33333333333333,0.244217105761855,0.152752523165195
"78",456,19,19,132,"SF","1",675,"0",74.80748673,7.34332268923627,49180.92,5118.15201931322,8.9,0,190.62,1.13137084989847,1.52997026456098,6.9390243902439,1.89277936709206,1.88094099439356
"79",467,19,19,133,"SF","0",500,"1",78.19812441,2.54823689708702,86132.84,377.821295323601,4.745,6.71044335346034,195.315,5.50836182544322,3.312908636,5.4,0.344256274266701,0.14142135623731
"80",468,19,19,133,"SF","0",602,"2",85.44786906,6.15484260057157,156842.495,1636.95926951468,4.2,5.939696961967,200.14,12.3319422638934,3.32424888233333,5.33333333333333,0.244217105761855,0.152752523165195
"81",469,19,19,134,"OTH","0",624,"2",79.402973495,7.91539079233269,143293.14,1706.75777988559,3.6,5.09116882454314,204.095,17.925156903079,3.3128855855,5.25,0.200693367829685,0.208166599946613
"82",470,19,19,134,"OTH","0",717,"2",94.59989655,0.56583172534227,109735.88,656.364798568605,3.75,5.30330085889911,191.42,0,3.06948269,5.5,3.06948269,5.5
"83",472,24,24,141,"SF","0",606,"2",86.99861127,9.89753097581119,166019.235,2688.0876418841,5.17,7.3114841174689,204.935,26.6084281760498,2.07606989466667,4.66666666666667,0.685169383901981,0.16583123951777
"84",475,19,19,95,"OTH","0",603,"0",68.139011365,23.8450388026356,61132.235,21733.3016863626,6.99,0,190.62,1.13137084989847,1.54476537452381,6.88571428571429,1.87201135452109,1.88971173805998
"85",500,19,19,133,"SF","0",573,"2",73.05172651,2.75527479276996,379942.525,3616.81583043014,3.925,5.5507882323144,195.315,5.50836182544322,3.312908636,5.4,0.344256274266701,0.14142135623731
"86",501,19,19,132,"SF","0",519,"1",68.448194485,2.19458440547836,101921.72,393.547350137183,5.25,7.42462120245875,195.315,5.50836182544322,3.312908636,5.4,0.344256274266701,0.14142135623731
"87",502,19,19,133,"SF","0",728,"0",57.39853664,11.0329352900688,228006.275,45154.0359242809,5.99,0,190.62,1.13137084989847,1.52997026456098,6.9390243902439,1.89277936709206,1.88094099439356
"88",503,19,19,133,"SF","0",558,"2",53.64570206,2.48095193919118,177730.78,3209.16170000828,3.25,4.59619407771256,195.315,5.50836182544322,3.312908636,5.4,0.344256274266701,0.14142135623731
"89",505,19,19,135,"OTH","0",617,"2",63.42243966,2.23100722828991,206978.735,1444.28681377696,7.85,0,195.315,5.50836182544322,3.312908636,5.4,0.344256274266701,0.14142135623731
"90",510,24,24,141,"OTH","1",756,"2",88.849493255,5.44400556948475,401847.45,6296.85659714431,5.025,7.1064231509248,212.21,16.3200245097855,2.1975582865,4.625,0.620250843711639,0.116496474502143
"91",511,24,24,142,"SF","0",699,"2",108.9638956,22.7177790220655,195254.06,6358.2193236157,6.9,0,191.26,45.9477986415018,0.359891176666667,5.70666666666667,2.53531415494309,1.70523005011333
"92",603,19,19,133,"SF","0",632,"2",79.53036,0.664171257432898,99412.95,830.21407179113,3.9,5.51543289325507,191.42,0,3.06948269,5.5,3.06948269,5.5
"93",604,19,19,133,"SF","0",525,"2",70.33674585,8.43331489480764,257149.73,4030.89049042517,4.125,5.83363094478902,206.665,21.5596857583778,3.2477303574,5.2,0.226791511441524,0.212132034355964
"94",605,19,19,135,"OTH","0",578,"2",73.500379285,9.19185176543411,106542.585,2061.09605900599,3.925,5.5507882323144,206.905,21.8990970133474,2.97467446577778,4.94444444444444,0.455420018426597,0.350396600693811
"95",609,24,24,142,"OTH","0",665,"2",82.072110185,2.93040632635842,90400,0,2.95,4.17193000900063,218.24,7.79231672867576,2.247111018,4.61428571428571,0.652619243858262,0.121498579258791
"96",610,24,24,142,"SF","0",620,"2",79.328340555,0.94986989641499,135617.15,541.431662354548,7.9,0,225.02,1.79605122421383,3.010165903,4.7,0.157018980660445,0
"97",611,24,24,142,"SF","0",590,"2",78.503298985,4.9544129376349,167858.73,2321.1062935161,5.375,7.60139789775539,212.21,16.3200245097855,2.1975582865,4.625,0.620250843711639,0.116496474502143
"98",612,24,24,142,"SF","0",604,"2",89.81493905,0.26171570535565,471528.43,1374.00747079484,3.55,5.02045814642449,223.75,0,3.121195089,4.7,3.121195089,4.7
"99",614,19,19,133,"PU","0",633,"2",72.48187114,10.2079757287686,223372.135,5130.57588545868,6.85,0,208.855,24.6568134599749,3.179854799,5.05714285714286,0.227675433796785,0.299205296617238
"100",616,24,24,142,"SF","0",583,"1",77.832286155,5.98535648024489,189999.41,0.834386001795187,5.025,7.1064231509248,212.21,16.3200245097855,2.1975582865,4.625,0.620250843711639,0.116496474502143
"101",617,24,24,142,"PU","0",581,"2",81.18599057,1.6772439489406,94593.24,1423.77364605474,3.25,4.59619407771256,218.24,7.79231672867576,2.247111018,4.61428571428571,0.652619243858262,0.121498579258791
"102",621,19,19,132,"SF","0",581,"2",85.288175285,7.47860920825321,243828.79,13818.5777027956,3.875,5.48007755419574,173.73,25.01743791838,1.21819355870833,6.475,2.38507861688556,2.15734337433395
"103",622,19,19,133,"SF","0",522,"2",60.431497025,6.46083886698683,141696.42,4601.25696226586,7.65,0,202.075,15.0684455070853,2.71064218454545,4.87272727272727,0.734490588568883,0.35239440713754
"104",629,19,19,132,"SF","0",601,"2",79.21015564,8.18807641794137,163099.155,2546.77942273178,3.75,5.30330085889911,204.095,17.925156903079,3.3128855855,5.25,0.200693367829685,0.208166599946613
"105",630,19,19,74,"OTH","0",624,"2",47.129385615,9.15083062015345,70950.985,5726.1719272521,7.55,0,208.26,23.8153563903629,3.0512935595,5.0125,0.420303323773745,0.304431554587515
"106",638,19,19,132,"OTH","0",628,"2",89.39486923,0.855784141943277,232426.66,2225.03876622408,3.75,5.30330085889911,191.42,0,3.06948269,5.5,3.06948269,5.5
"107",639,19,19,132,"OTH","0",535,"2",79.65067846,0.494015259497053,258864.705,1605.54958629436,4.8,6.78822509939086,191.42,0,3.06948269,5.5,3.06948269,5.5
"108",640,19,19,133,"OTH","0",537,"2",60.79893795,5.94119892748092,81328.72,807.9119239125,4.675,6.61144840409422,204.095,17.925156903079,3.3128855855,5.25,0.200693367829685,0.208166599946613
"109",641,19,19,133,"SF","0",665,"2",85.737072005,6.02869058594894,125227.995,1091.77994121984,4.65,6.57609306503489,200.14,12.3319422638934,3.32424888233333,5.33333333333333,0.244217105761855,0.152752523165195
"110",642,19,19,135,"OTH","0",550,"2",78.14144985,2.62838682848055,147433.25,801.505536474952,4.425,6.25789501350094,195.315,5.50836182544322,3.312908636,5.4,0.344256274266701,0.14142135623731
"111",643,19,19,135,"OTH","0",546,"2",64.49305879,7.7879909463733,152219.78,2517.61126800783,3.125,4.41941738241592,206.665,21.5596857583778,3.2477303574,5.2,0.226791511441524,0.212132034355964
"112",663,19,19,134,"OTH","0",650,"2",82.655409935,10.3868188799937,144204.695,2256.1019671216,7.35,0,207.585,22.8607622357611,3.226641146,5.11666666666667,0.209322814701093,0.278687399547713
"113",665,19,19,73,"SF","0",561,"0",51.097165815,33.8037122835823,40787.49,27172.0064227911,9.8,0,190.62,1.13137084989847,1.52997026456098,6.9390243902439,1.89277936709206,1.88094099439356
"114",668,19,19,73,"PU","1",667,"2",66.290106115,13.8732849776079,175052.695,18310.254327181,7.4,0,206.905,21.8990970133474,3.077588163625,4.975,0.35790873592081,0.361544306709822
"115",669,19,19,133,"SF","0",658,"0",71.00282184,5.65286356509353,396047.6,33873.8089313853,5.496,0,190.62,1.13137084989847,1.52997026456098,6.9390243902439,1.89277936709206,1.88094099439356
"116",670,19,19,134,"OTH","0",627,"2",84.09044261,8.35737620856015,146398.275,1699.49579324282,3.8,5.37401153701776,204.095,17.925156903079,3.3128855855,5.25,0.200693367829685,0.208166599946613
"117",683,19,19,133,"SF","0",520,"2",74.664848095,7.54504418137165,87181.115,1158.07827302389,5.125,7.24784450716211,204.095,17.925156903079,3.3128855855,5.25,0.200693367829685,0.208166599946613
"118",684,19,19,134,"OTH","0",648,"2",79.8818121,7.23821074295387,105206.71,13496.2501476595,6.1,0,186.425,7.0639967440536,1.42567090607895,6.98421052631579,1.93048860385446,1.96104306439883
"119",685,19,19,74,"OTH","0",670,"2",62.871903375,10.0806509209809,65628.645,3707.15579279452,7.1,0,206.665,21.5596857583778,3.2477303574,5.2,0.226791511441524,0.212132034355964
"120",688,24,24,142,"SF","0",595,"2",84.34996455,0.919288949413294,136568.32,398.355676249244,4.375,6.18718433538229,225.02,1.79605122421383,3.010165903,4.7,0.157018980660445,0
"121",695,19,19,132,"SF","0",527,"2",72.901221795,10.0391884137895,195264.305,3868.85697151627,3.975,5.62149891043305,208.855,24.6568134599749,3.179854799,5.05714285714286,0.227675433796785,0.299205296617238
"122",696,19,19,135,"OTH","0",535,"2",79.96397795,0.0509428716544813,181372.165,3716.31989667871,5.875,8.30850467894193,188.77,3.74766594028869,2.49452005992857,4.85714285714286,0.802588498072385,0.317960533870009
"123",697,19,19,134,"OTH","0",622,"2",90.454868445,6.42778668785091,100030.53,946.773553601918,3.9,5.51543289325507,200.14,12.3319422638934,3.32424888233333,5.33333333333333,0.244217105761855,0.152752523165195
"124",701,24,24,142,"OTH","0",635,"2",89.315438575,0.96811605151245,247000.89,705.848131116036,8.85,0,225.02,1.79605122421383,3.010165903,4.7,0.157018980660445,0
"125",702,19,19,135,"OTH","0",629,"2",77.619658035,9.1645874957185,120818.165,1671.36708548721,3.475,4.91439212924651,206.665,21.5596857583778,3.2477303574,5.2,0.226791511441524,0.212132034355964
"126",703,19,19,135,"OTH","0",589,"2",73.074023215,0.602422146603092,127467.725,3581.17764865833,7.975,0,188.77,3.74766594028869,2.49452005992857,4.85714285714286,0.802588498072385,0.317960533870009
"127",713,19,19,133,"SF","0",520,"2",68.03879929,2.77355664261774,201211.69,2529.05225572743,3.375,4.7729707730092,195.315,5.50836182544322,3.312908636,5.4,0.344256274266701,0.14142135623731
"128",715,24,24,142,"SF","0",639,"0",80.60931121,1.4273816018372,299179.445,29444.7112571349,6.99,0,206.785,23.9921330856596,1.31463497143243,7.11351351351351,1.87835463354332,1.9010468113592
"129",717,19,19,132,"SF","0",514,"2",83.37206424,9.37331664232963,51195.16,784.662252947088,6.5625,9.28077650307344,205.545,19.97576656852,2.87220861766667,4.93333333333333,0.70122261188929,0.360555127546399
"130",718,19,19,132,"SF","0",505,"2",73.210057605,2.53136081087558,50771.05,323.784195105321,5.295,7.48826081276554,195.315,5.50836182544322,3.312908636,5.4,0.344256274266701,0.14142135623731
"131",719,19,19,133,"OTH","0",688,"2",82.66891799,10.3677156054114,66773.275,1027.74435111559,8.35,0,207.585,22.8607622357611,3.226641146,5.11666666666667,0.209322814701093,0.278687399547713
"132",720,19,19,132,"SF","0",522,"0",70.609444015,6.20918382034536,96004.13,9009.77075811588,3.5,4.94974746830583,190.62,1.13137084989847,1.52997026456098,6.9390243902439,1.89277936709206,1.88094099439356
"133",722,24,24,141,"PU","0",560,"2",86.241683255,1.75600529939257,153879.84,2361.96292333305,3.325,4.70226009489054,218.24,7.79231672867576,2.247111018,4.61428571428571,0.652619243858262,0.121498579258791
"134",723,24,24,142,"PU","0",600,"1",83.798477665,5.37185863021429,183181.855,2350.62800163063,4.9375,6.98267946421716,212.21,16.3200245097855,2.1975582865,4.625,0.620250843711639,0.116496474502143
"135",728,19,19,132,"PU","0",546,"2",73.045024925,2.76475226516636,74491.56,719.04274365298,4.225,5.97505230102633,195.315,5.50836182544322,3.312908636,5.4,0.344256274266701,0.14142135623731
"136",729,19,19,92,"SF","0",671,"2",78.851808175,1.62378845112091,75224.625,1549.09418088443,8.5,0,191.42,0,3.06948269,5.5,3.06948269,5.5
"137",730,19,19,94,"OTH","0",654,"1",62.42171811,17.5055341277153,46517.275,13552.0196594917,7.8,0,189.895,2.15667568261896,1.490003499725,6.945,1.90199174480704,1.91792489358575
"138",731,19,19,134,"OTH","1",682,"2",73.059347065,9.81556551240163,229257.555,3765.26582807244,4.375,6.18718433538229,208.855,24.6568134599749,3.179854799,5.05714285714286,0.227675433796785,0.299205296617238
"139",734,24,24,142,"SF","0",637,"2",80.134801485,0.190638088315029,349373.015,3715.11781515067,6.55,0,221.71,2.88499566724112,2.352518131,4.62,0.740288701764089,0.130384048104053
